"","Scenario","Unit","Region","Variable","Year","Value"
"3759","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2037,15.5152489130018
"3760","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2038,15.2794793404334
"3761","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2039,15.0260009123819
"3762","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2040,14.728713552463
"3763","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2041,14.3508491299747
"3764","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2042,13.9664617820339
"3765","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2043,13.6183738989122
"3766","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2044,13.2547008629656
"3767","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2045,12.8509447848928
"3768","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2046,12.4707592933126
"3769","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2047,12.1089702910632
"3770","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2048,11.7318536298376
"3771","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2049,11.3385728543898
"3772","Canada Net-zero","Billion Cubic Feet per day","Canada","Total",2050,10.9674906874935
"3773","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2005,16.6178708491057
"3774","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2006,16.7399433589558
"3775","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2007,16.4067454427255
"3776","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2008,15.682315138369
"3777","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2009,14.7507618050046
"3778","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2010,14.2630427889862
"3779","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2011,14.3072567841572
"3780","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2012,13.7046304859624
"3781","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2013,13.8810301128767
"3782","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2014,14.4526435179232
"3783","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2015,14.9749050862722
"3784","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2016,15.1358336619369
"3785","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2017,15.4021150499185
"3786","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2018,16.0857403981391
"3787","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2019,15.7030782455471
"3788","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2020,15.4247288168699
"3789","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2021,16.1098407590124
"3790","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2022,17.291527439784
"3791","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2023,17.3794701042472
"3792","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2024,16.6323783836361
"3793","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2025,16.7913097523798
"3794","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2026,17.173102085908
"3795","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2027,16.9475071295599
"3796","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2028,16.8794906054247
"3797","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2029,17.1487419271173
"3798","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2030,17.6732761782171
"3799","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2031,17.5156138350619
"3800","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2032,16.9762382597639
"3801","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2033,16.5760056117733
"3802","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2034,16.2815265431514
"3803","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2035,16.0291660799598
"3804","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2036,15.7688828007948
"3805","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2037,15.5143537983127
"3806","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2038,15.2786797863063
"3807","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2039,15.02528453336
"3808","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2040,14.7280704629743
"3809","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2041,14.3502711664702
"3810","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2042,13.9659420046914
"3811","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2043,13.6179062788506
"3812","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2044,13.2542800847275
"3813","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2045,12.8505661187689
"3814","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2046,12.4704185080896
"3815","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2047,12.1086635900859
"3816","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2048,11.7315776010793
"3817","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2049,11.3383244294278
"3818","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Total",2050,10.9672671052879
"3819","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2005,1.5829402506795
"3820","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2006,1.54091528827208
"3821","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2007,1.4408558539687
"3822","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2008,1.34679998572352
"3823","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2009,1.29076670251363
"3824","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2010,1.41819546592481
"3825","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2011,1.50066072666503
"3826","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2012,1.69699219119165
"3827","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2013,1.94639488359691
"3828","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2014,2.25265311312266
"3829","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2015,2.38219138736218
"3830","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2016,2.1909349322404
"3831","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2017,2.1457672258745
"3832","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2018,2.34694418627721
"3833","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2019,2.44454814245113
"3834","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2020,2.33697851887042
"3835","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2021,2.48103455571575
"3836","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2022,2.74633267954832
"3837","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2023,2.76572420231894
"3838","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2024,2.66905690751249
"3839","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2025,2.63017624108544
"3840","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2026,2.61753822693142
"3841","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2027,2.62182040730373
"3842","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2028,2.63582527885739
"3843","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2029,2.65508963219062
"3844","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2030,2.67772674610992
"3845","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2031,2.69586920935166
"3846","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2032,2.70914488186838
"3847","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2033,2.72247935581256
"3848","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2034,2.73565510237426
"3849","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2035,2.74855321792591
"3850","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2036,2.76111057487037
"3851","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2037,2.77329662626303
"3852","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2038,2.78510080642801
"3853","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2039,2.79652563045924
"3854","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2040,2.80301214598459
"3855","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2041,2.80538816101376
"3856","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2042,2.80760077828629
"3857","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2043,2.80966635361738
"3858","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2044,2.8116133280007
"3859","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2045,2.79778149553053
"3860","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2046,2.77054148883896
"3861","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2047,2.74317212260911
"3862","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2048,2.71571026253884
"3863","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2049,2.68819439068612
"3864","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Solution",2050,2.6606641281855
"3865","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2005,10.0249547228558
"3866","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2006,9.61571163655499
"3867","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2007,9.0743900969737
"3868","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2008,8.39798832108284
"3869","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2009,7.64454078077838
"3870","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2010,6.69592439566511
"3871","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2011,6.05702516734582
"3872","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2012,5.15141179145667
"3873","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2013,4.7374451709571
"3874","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2014,4.43881432221925
"3875","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2015,4.05895942821076
"3876","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2016,3.43679856497961
"3877","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2017,3.08834475820293
"3878","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2018,2.63997982371549
"3879","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2019,2.25615248651547
"3880","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2020,2.14431303099728
"3881","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2021,2.00784963930725
"3882","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2022,1.87661097435265
"3883","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2023,1.74440481171411
"3884","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2024,1.60822727762063
"3885","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2025,1.49386004362731
"3886","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2026,1.39238660041678
"3887","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2027,1.29904946499171
"3888","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2028,1.2200258127325
"3889","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2029,1.13559346526243
"3890","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2030,1.06368969334095
"3891","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2031,0.992446119370445
"3892","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2032,0.924861040409393
"3893","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2033,0.864544925540322
"3894","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2034,0.810034857104772
"3895","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2035,0.759864204138616
"3896","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2036,0.713486977829961
"3897","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2037,0.670608686553726
"3898","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2038,0.630652471761702
"3899","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2039,0.593249270434145
"3900","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2040,0.557586248155542
"3901","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2041,0.522086138145197
"3902","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2042,0.488316740960963
"3903","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2043,0.457785436071172
"3904","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2044,0.429203058024436
"3905","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2045,0.402301106734389
"3906","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2046,0.376905304982106
"3907","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2047,0.352851508867752
"3908","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2048,0.330025222481902
"3909","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2049,0.308539914023531
"3910","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Non Associated",2050,0.288263960710022
"3911","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2005,4.71680173306142
"3912","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2006,5.02298360202977
"3913","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2007,5.17007097045574
"3914","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2008,5.15806383833933
"3915","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2009,4.91992238469729
"3916","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2010,5.10423438895136
"3917","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2011,5.51967881385197
"3918","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2012,5.61693516385131
"3919","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2013,5.85360137317965
"3920","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2014,6.4544074556846
"3921","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2015,7.28685540264061
"3922","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2016,8.24911666060523
"3923","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2017,8.9694814773027
"3924","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2018,9.95011050724019
"3925","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2019,9.96786144501973
"3926","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2020,9.92001730047631
"3927","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2021,10.5785263718796
"3928","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2022,11.5593991190827
"3929","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2023,11.7860618386716
"3930","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2024,11.3377653296281
"3931","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2025,11.6829662224064
"3932","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2026,12.1991968870589
"3933","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2027,12.0942866576318
"3934","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2028,12.1053605958403
"3935","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2029,12.4692301398107
"3936","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2030,13.0516454357724
"3937","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2031,12.9726309865797
"3938","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2032,12.5222621498944
"3939","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2033,12.196231529166
"3940","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2034,11.9653780654171
"3941","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2035,11.7702668689175
"3942","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2036,11.5624428933542
"3943","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2037,11.3556406325793
"3944","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2038,11.163893409046
"3945","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2039,10.9520983580037
"3946","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2040,10.7037005723029
"3947","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2041,10.3931547880125
"3948","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2042,10.0770722337361
"3949","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2043,9.78515458607258
"3950","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2044,9.47455686243072
"3951","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2045,9.13747780143928
"3952","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2046,8.83521170550095
"3953","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2047,8.54955436739869
"3954","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2048,8.2471851632151
"3955","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2049,7.92659089822764
"3956","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Tight",2050,7.62611071220194
"3957","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2005,0
"3958","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2006,0
"3959","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2007,0
"3960","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2008,0
"3961","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2009,0.0760451700705702
"3962","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2010,0.157735183121422
"3963","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2011,0.35902457480719
"3964","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2012,0.418072451655559
"3965","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2013,0.551413278273161
"3966","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2014,0.54345760748427
"3967","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2015,0.484311295866632
"3968","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2016,0.560941014052937
"3969","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2017,0.565734642020013
"3970","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2018,0.588657249219464
"3971","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2019,0.575702100790849
"3972","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2020,0.5692631428142
"3973","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2021,0.577732223363356
"3974","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2022,0.676337961785921
"3975","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2023,0.691672834747111
"3976","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2024,0.663020787517578
"3977","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2025,0.663731549102852
"3978","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2026,0.673913447548709
"3979","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2027,0.669887193093826
"3980","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2028,0.680792206963014
"3981","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2029,0.673941827406061
"3982","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2030,0.685776629159955
"3983","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2031,0.678733037036669
"3984","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2032,0.660778084474397
"3985","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2033,0.648706829669755
"3986","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2034,0.640123047789156
"3987","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2035,0.632549378405279
"3988","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2036,0.625132696870614
"3989","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2037,0.618252961576647
"3990","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2038,0.611666620555944
"3991","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2039,0.604358815592874
"3992","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2040,0.592241873750589
"3993","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2041,0.56491940007445
"3994","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2042,0.534388749773478
"3995","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2043,0.51230945519329
"3996","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2044,0.490959096193548
"3997","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2045,0.469620805762415
"3998","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2046,0.448503719424301
"3999","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2047,0.427565031753211
"4000","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2048,0.406516621508009
"4001","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2049,0.385917452107377
"4002","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Shale",2050,0.365914026572644
"4003","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Coalbed Methane",2005,0.292173548165875
"4004","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Coalbed Methane",2006,0.559332237755905
"4005","Canada Net-zero","Billion Cubic Feet per day","Western Canadian Sedimentary Basin","Coalbed Methane",2007,0.720427926984349
