date,he,alberta_internal_load,pool_price,import_export,AESO_Name,Capacity,asset_id,block_number,price,from,to,size,available_mw,dispatched,dispatched_mw,flexible,Plant_Type,Plant_Fuel
2024-01-10,24,10916,48.62,,Enmax Taber (TAB1)*,81,TAB1,1,0,0,15.5656,15.5656,15.5656,Y,15.5656,N,WIND,WIND
2024-01-10,24,10916,48.62,,Wheatland Wind (WHE1),120,WHE1,1,0,0,55.4092,55.4092,55.4092,Y,55.4092,N,WIND,WIND
2024-01-10,24,10916,48.62,,Whitla (WHT1),202,WHT1,1,0,0,46.928,46.928,46.928,Y,46.928,N,WIND,WIND
2024-01-10,24,10916,48.62,,Whitla 2 (WHT2),151,WHT2,1,0,0,31.904,31.904,31.904,Y,31.904,N,WIND,WIND
2024-01-10,24,10916,48.62,,Windrise (WRW1),207,WRW1,1,0,0,17.152,17.152,17.152,Y,17.152,N,WIND,WIND
2024-01-10,24,10916,48.62,,Muskeg River (MKR1),202,MKR1,1,18.26,178,192,14,14,Y,14,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,Carseland Cogen (TC01),95,TC01,1,18.35,64,85,21,21,Y,21,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,Shepard (EGC1),860,EGC1,1,20.52,390,440,50,50,Y,50,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,Shepard (EGC1),860,EGC1,2,20.6,440,490,50,50,Y,50,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,Cloverbar #2 (ENC2),101,ENC2,1,21.68,35,68,33,33,Y,33,N,SCGT,GAS
2024-01-10,24,10916,48.62,,ENMAX Calgary Energy Centre (CAL1),320,CAL1,1,22.12,135,155,20,20,Y,20,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,Shepard (EGC1),860,EGC1,3,22.41,490,612,122,122,Y,122,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,ATCO Scotford Upgrader (APS1),195,APS1,1,22.63,130,165,35,35,Y,35,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,ENMAX Calgary Energy Centre (CAL1),320,CAL1,2,23.12,155,200,45,45,Y,45,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,Cloverbar #2 (ENC2),101,ENC2,2,23.48,68,90,22,22,Y,22,N,SCGT,GAS
2024-01-10,24,10916,48.62,,Cavalier (EC01),120,EC01,1,23.83,50,82,32,32,Y,32,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,ENMAX Calgary Energy Centre (CAL1),320,CAL1,3,24.12,200,294,94,94,Y,94,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,Cavalier (EC01),120,EC01,2,24.83,82,112,30,10,Y,10,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,Shepard (EGC1),860,EGC1,4,26.26,612,692,80,80,Y,80,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,Fort Hills (FH1),199,FH1,1,26.74,165,199,34,34,Y,34,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,Shepard (EGC1),860,EGC1,5,27.2,692,760,68,68,Y,68,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,Air Liquide Scotford #1 (ALS1),96,ALS1,1,28.5,50,96,46,39,Y,39,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,Medicine Hat #1 (CMH1),255,CMH1,1,28.5,145,191,46,46,Y,46,N,NGCC,GAS
2024-01-10,24,10916,48.62,,Dow Hydrocarbon (DOWG),326,DOWG,1,28.66,130,162,32,32,Y,32,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,Joffre #1 (JOF1),474,JOF1,1,28.74,100,150,50,50,Y,50,N,COGEN,GAS
2024-01-10,24,10916,48.62,,Shepard (EGC1),860,EGC1,6,30.31,760,839,79,79,Y,79,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,Keephills #3 (KH3),463,KH3,1,31.91,135,180,45,45,Y,45,N,NGCONV,GAS
2024-01-10,24,10916,48.62,,Northern Prairie Power Project (NPP1),105,NPP1,1,32,45,46,1,1,Y,1,N,SCGT,GAS
2024-01-10,24,10916,48.62,,Dow Hydrocarbon (DOWG),326,DOWG,2,32.23,162,203,41,41,Y,41,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,Keephills #3 (KH3),463,KH3,2,32.54,180,234,54,54,Y,54,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Keephills #3 (KH3),463,KH3,3,33.17,234,291,57,57,Y,57,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Keephills #3 (KH3),463,KH3,4,33.8,291,346,55,55,Y,55,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Northern Prairie Power Project (NPP1),105,NPP1,2,34,46,65,19,19,Y,19,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Joffre #1 (JOF1),474,JOF1,2,34.36,150,200,50,50,Y,50,N,COGEN,GAS
2024-01-10,24,10916,48.62,,Keephills #3 (KH3),463,KH3,5,34.91,346,404,58,58,Y,58,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,ENMAX Calgary Energy Centre (CAL1),320,CAL1,4,35.8,294,302,8,8,Y,8,N,NGCC,GAS
2024-01-10,24,10916,48.62,,Keephills #3 (KH3),463,KH3,6,35.98,404,463,59,59,Y,59,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,ENMAX Calgary Energy Centre (CAL1),320,CAL1,5,37.29,302,330,28,28,Y,28,N,NGCC,GAS
2024-01-10,24,10916,48.62,,Northern Prairie Power Project (NPP1),105,NPP1,3,38,65,80,15,15,Y,15,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Heartland Petrochemical (HRT1),116,HRT1,2,38.28,70,97,27,27,Y,27,N,COGEN,GAS
2024-01-10,24,10916,48.62,,Dow Hydrocarbon (DOWG),326,DOWG,3,38.85,203,216,13,13,Y,13,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,Keephills #2 (KH2),395,KH2,2,39.32,180,213,33,33,Y,33,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Keephills #2 (KH2),395,KH2,3,40.25,213,250,37,37,Y,37,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Joffre #1 (JOF1),474,JOF1,3,41.26,200,230,30,30,Y,30,N,COGEN,GAS
2024-01-10,24,10916,48.62,,Keephills #2 (KH2),395,KH2,4,41.5,250,297,47,47,Y,47,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Keephills #2 (KH2),395,KH2,5,42.37,297,347,50,22,Y,22,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Keephills #2 (KH2),395,KH2,6,43.4,347,395,48,0,N,0,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Medicine Hat #1 (CMH1),255,CMH1,2,43.5,191,225,34,34,Y,34,N,NGCC,GAS
2024-01-10,24,10916,48.62,,Battle River #5 (BR5),385,BR5,1,48.94,90,150,60,60,Y,60,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Sheerness #1 (SH1),400,SH1,1,50.36,120,170,50,50,Y,50,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Sheerness #2 (SH2),390,SH2,1,50.83,120,170,50,50,Y,50,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Crossfield Energy Centre #2 (CRS2),48,CRS2,2,53.29,40,42,2,2,Y,2,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Crossfield Energy Centre #1 (CRS1),48,CRS1,2,53.29,40,42,2,2,Y,2,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Battle River #4 (BR4),155,BR4,1,54.25,30,50,20,20,Y,20,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,AB Newsprint (ANC1),63,ANC1,0,54.4,0,57,57,57,Y,57,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Sheerness #1 (SH1),400,SH1,2,60.26,170,215,45,45,Y,45,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Sheerness #2 (SH2),390,SH2,2,61.09,170,215,45,45,Y,45,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Sheerness #1 (SH1),400,SH1,3,62.41,215,285,70,70,Y,70,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,APF Athabasca (AFG1)*,131,AFG1,1,65,18,23,5,5,Y,5,N,OTHER,OTHER
2024-01-10,24,10916,48.62,,Carson Creek (GEN5),15,GEN5,1,65.23,10,13,3,3,Y,3,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Northern Prairie Power Project (NPP1),105,NPP1,4,72,80,100,20,6,Y,6,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Sheerness #2 (SH2),390,SH2,3,72.58,215,252,37,37,Y,37,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Sheerness #1 (SH1),400,SH1,4,72.84,285,323,38,38,Y,38,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Sheerness #2 (SH2),390,SH2,4,73.23,252,285,33,33,Y,33,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Sheerness #1 (SH1),400,SH1,5,77.16,323,355,32,32,Y,32,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Sheerness #2 (SH2),390,SH2,5,78.16,285,355,70,70,Y,70,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Joffre #1 (JOF1),474,JOF1,4,83.59,230,290,60,60,Y,60,N,COGEN,GAS
2024-01-10,24,10916,48.62,,Medicine Hat #1 (CMH1),255,CMH1,3,85,225,227,2,2,N,0,N,NGCC,GAS
2024-01-10,24,10916,48.62,,Cancarb Medicine Hat (CCMH),42,CCMH,1,87,20,27,7,7,N,0,Y,OTHER,OTHER
2024-01-10,24,10916,48.62,,Bighorn Hydro (BIG),120,BIG,6,87.18,18,120,102,0,N,0,Y,HYDRO,HYDRO
2024-01-10,24,10916,48.62,,APF Athabasca (AFG1)*,131,AFG1,2,90,23,31,8,8,N,0,N,OTHER,OTHER
2024-01-10,24,10916,48.62,,DAI1 Daishowa (DAI1),52,DAI1,1,92.36,7,24,17,17,N,0,Y,OTHER,OTHER
2024-01-10,24,10916,48.62,,Cancarb Medicine Hat (CCMH),42,CCMH,2,99,27,33,6,6,N,0,Y,OTHER,OTHER
2024-01-10,24,10916,48.62,,AltaGas Parkland (ALP2),10,ALP2,1,100,5,8,3,3,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,AB Newsprint (ANC1),63,ANC1,1,100,57,63,6,6,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Ralston (NAT1),20,NAT1,1,100,5,15,10,10,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Whitecourt Power (EAGL),25,EAGL,1,109.99,24,25,1,1,N,0,N,OTHER,OTHER
2024-01-10,24,10916,48.62,,Dow Hydrocarbon (DOWG),326,DOWG,4,138.94,216,220,4,4,N,0,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,Battle River #5 (BR5),385,BR5,2,172.45,150,220,70,70,N,0,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Air Liquide Scotford #1 (ALS1),96,ALS1,2,200,96,106,10,0,N,0,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,Battle River #4 (BR4),155,BR4,2,210.51,50,100,50,50,N,0,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Brazeau Hydro (BRA),350,BRA,3,230.11,190,245,55,55,N,0,Y,HYDRO,HYDRO
2024-01-10,24,10916,48.62,,Sheerness #1 (SH1),400,SH1,6,447.98,355,400,45,45,N,0,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Battle River #5 (BR5),385,BR5,3,450.33,220,290,70,70,N,0,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Sheerness #2 (SH2),390,SH2,6,479.31,355,400,45,45,N,0,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,APF Athabasca (AFG1)*,131,AFG1,3,500,31,37,6,6,N,0,N,OTHER,OTHER
2024-01-10,24,10916,48.62,,Battle River #5 (BR5),385,BR5,4,512.36,290,345,55,55,N,0,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Cloverbar #1 (ENC1),48,ENC1,6,515.23,0,38,38,38,N,0,N,SCGT,GAS
2024-01-10,24,10916,48.62,,Battle River #5 (BR5),385,BR5,5,536.98,345,385,40,20,N,0,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Battle River #4 (BR4),155,BR4,3,621.32,100,155,55,40,N,0,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Poplar Hill #1 (PH1),48,PH1,1,721.36,0,40,40,40,N,0,N,SCGT,GAS
2024-01-10,24,10916,48.62,,Valley View 2 (VVW2),50,VVW2,1,829.55,0,47,47,42,N,0,N,SCGT,GAS
2024-01-10,24,10916,48.62,,Valley View 1 (VVW1),50,VVW1,1,842.37,0,47,47,17,N,0,N,SCGT,GAS
2024-01-10,24,10916,48.62,,Cancarb Medicine Hat (CCMH),42,CCMH,3,999,33,36,3,3,N,0,Y,OTHER,OTHER
2024-01-10,24,10916,48.62,,Bow River Hydro (BOW1),320,BOW1,3,999.96,41,81,40,40,N,0,Y,HYDRO,HYDRO
2024-01-10,24,10916,48.62,,Bow River Hydro (BOW1),320,BOW1,4,999.97,81,118,37,37,N,0,Y,HYDRO,HYDRO
2024-01-10,24,10916,48.62,,Brazeau Hydro (BRA),350,BRA,4,999.97,245,298,53,53,N,0,Y,HYDRO,HYDRO
2024-01-10,24,10916,48.62,,Brazeau Hydro (BRA),350,BRA,5,999.98,298,350,52,52,N,0,Y,HYDRO,HYDRO
2024-01-10,24,10916,48.62,,Blackfalds (BFD1),6,BFD1,1,999.99,3,6,3,3,N,0,N,COGEN,GAS
2024-01-10,24,10916,48.62,,Saddle Hills (SDH1),10,SDH1,1,999.99,5,10,5,5,N,0,Y,COGEN,GAS
2024-01-10,24,10916,48.62,,Bow River Hydro (BOW1),320,BOW1,6,999.99,118,271,153,30,N,0,Y,HYDRO,HYDRO
2024-01-10,24,10916,48.62,,Medicine Hat #1 (CMH1),255,CMH1,6,999.99,227,236,9,9,N,0,N,NGCC,GAS
2024-01-10,24,10916,48.62,,Fort Nelson (FNG1),73,FNG1,1,999.99,28,62,34,34,N,0,Y,NGCC,GAS
2024-01-10,24,10916,48.62,,Battle River #5 (BR5),385,BR5,6,999.99,385,395,10,0,N,0,Y,NGCONV,GAS
2024-01-10,24,10916,48.62,,Summerview (SUM1),15,SUM1,6,999.99,0,10,10,0,N,0,Y,OTHER,OTHER
2024-01-10,24,10916,48.62,,Crossfield Energy Centre #3 (CRS3),48,CRS3,6,999.99,36,43,7,2,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,AltaGas Parkland (ALP2),10,ALP2,2,999.99,8,10,2,2,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Lethbridge Coaldale (ME04),6,ME04,1,999.99,4,6,2,2,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Bellshill (BHL1),5,BHL1,1,999.99,3,5,2,2,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,AltaGas Bantry (ALP1),7,ALP1,1,999.99,4,7,3,3,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Lethbridge Burdett (ME03),7,ME03,1,999.99,4,7,3,3,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Lethbridge Taber (ME02),8,ME02,1,999.99,4,8,4,4,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,Ralston (NAT1),20,NAT1,2,999.99,15,20,5,5,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,High River 1 (HRV1),10,HRV1,1,999.99,5,10,5,5,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,High River 2 (HRV2),10,HRV2,1,999.99,5,10,5,5,N,0,Y,SCGT,GAS
2024-01-10,24,10916,48.62,,eReserve5 Hughenden (ERV5),20,ERV5,1,999.99,4,17,13,0,N,0,Y,STORAGE,STORAGE
2024-01-10,24,10916,48.62,,eReserve8 (ERV8),20,ERV8,1,999.99,5,20,15,15,N,0,Y,STORAGE,STORAGE
2024-01-10,24,10916,48.62,,eReserve7 (ERV7),20,ERV7,1,999.99,5,20,15,15,N,0,Y,STORAGE,STORAGE
2024-01-10,24,10916,48.62,,eReserve4 (ERV4),20,ERV4,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-10,24,10916,48.62,,eReserve1 Rycroft (ERV1),20,ERV1,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-10,24,10916,48.62,,eReserve2 Buffalo Creek (ERV2),20,ERV2,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-10,24,10916,48.62,,eReserve3 Mercer Hill (ERV3),20,ERV3,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-10,24,10916,48.62,,eReserve6 (ERV6),20,ERV6,1,999.99,4,20,16,0,N,0,Y,STORAGE,STORAGE
2024-01-11,01,11056,85.37,,Genesee #1 (GN1),400,GN1,0,0,0,400,400,400,Y,400,N,COAL,COAL
2024-01-11,01,11056,85.37,,Genesee #2 (GN2),400,GN2,0,0,0,420,420,420,Y,420,N,COAL,COAL
2024-01-11,01,11056,85.37,,Genesee #3 (GN3),466,GN3,0,0,0,466,466,466,Y,466,N,COAL,COAL
2024-01-11,01,11056,85.37,,Bear Creek 2 (BCR2),36,BCR2,0,0,0,20,20,20,Y,20,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Bear Creek 1 (BCRK),64,BCRK,0,0,0,62,62,62,Y,62,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Carseland Cogen (TC01),95,TC01,0,0,0,64,64,64,Y,64,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Redwater Cogen (TC02),92,TC02,0,0,0,84,84,84,Y,84,N,COGEN,GAS
2024-01-11,01,11056,85.37,,MacKay River (MKRC),207,MKRC,0,0,0,200,200,200,Y,200,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Blackfalds (BFD1),6,BFD1,0,0,0,3,3,3,Y,3,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Mulligan (MUL1),5,MUL1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,Coaldale (COD1),5,COD1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,Saddle Hills (SDH1),10,SDH1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,Wembley (WEM1),19,WEM1,0,0,0,5,5,5,Y,5,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,Edson (TLM2),13,TLM2,0,0,0,12,12,12,Y,12,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,U of C Generator (UOC1)*,12,UOC1,0,0,0,12,12,12,Y,12,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,MEG1 Christina Lake (MEG1),202,MEG1,0,0,0,35,35,35,Y,35,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,Base Plant (SCR1),50,SCR1,0,0,0,37,37,37,Y,37,N,COGEN,GAS
2024-01-11,01,11056,85.37,,AltaGas Harmattan (HMT1),45,HMT1,0,0,0,38,38,38,Y,38,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,Rainbow Lake #1 (RL1),47,RL1,0,0,0,44,44,44,Y,44,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Air Liquide Scotford #1 (ALS1),96,ALS1,0,0,0,50,50,50,Y,50,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Heartland Petrochemical (HRT1),116,HRT1,0,0,0,70,70,70,Y,70,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Foster Creek (EC04),98,EC04,0,0,0,90,90,90,Y,90,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,Christina Lake (CL01),101,CL01,0,0,0,93,93,93,Y,93,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,Primrose #1 (PR1),100,PR1,0,0,0,94,94,94,Y,94,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Joffre #1 (JOF1),474,JOF1,0,0,0,100,100,100,Y,100,N,COGEN,GAS
2024-01-11,01,11056,85.37,,ATCO Scotford Upgrader (APS1),195,APS1,0,0,0,130,130,130,Y,130,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Dow Hydrocarbon (DOWG),326,DOWG,0,0,0,130,130,130,Y,130,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Fort Hills (FH1),199,FH1,0,0,0,165,165,165,Y,165,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Muskeg River (MKR1),202,MKR1,0,0,0,172,172,172,Y,172,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Nabiye (IOR2)*,195,IOR2,0,0,0,172,172,172,Y,172,Y,COGEN,GAS
2024-01-11,01,11056,85.37,,Mahkeses (IOR1),180,IOR1,0,0,0,173,173,173,Y,173,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Nexen Inc #2 (NX02),220,NX02,0,0,0,187,187,187,Y,187,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Poplar Creek (SCR5),376,SCR5,0,0,0,335,335,335,Y,335,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Firebag (SCR6),473,SCR6,0,0,0,475,475,475,Y,475,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Syncrude #1 (SCL1)*,510,SCL1,0,0,0,485,485,485,Y,485,N,COGEN,GAS
2024-01-11,01,11056,85.37,,Bighorn Hydro (BIG),120,BIG,0,0,0,18,18,18,Y,18,N,HYDRO,HYDRO
2024-01-11,01,11056,85.37,,Bow River Hydro (BOW1),320,BOW1,0,0,0,41,41,41,Y,41,N,HYDRO,HYDRO
2024-01-11,01,11056,85.37,,Brazeau Hydro (BRA),350,BRA,0,0,0,190,190,190,Y,190,N,HYDRO,HYDRO
2024-01-11,01,11056,85.37,,Dickson Dam (DKSN),15,DKSN,0,0,0,5,5,5,Y,5,N,HYDRO,HYDRO
2024-01-11,01,11056,85.37,I,AB - Montana Imp Hr Avg MW,NA,AB_MON_IMP,0,0,0,75,75,75,Y,75,Y,IMPORT,IMPORT
2024-01-11,01,11056,85.37,I,AB - Saskpower Imp AB Hr Avg MW,155,AB_SK_IMP,0,0,0,30,30,30,Y,30,Y,IMPORT,IMPORT
2024-01-11,01,11056,85.37,,Cavalier (EC01),120,EC01,0,0,0,50,50,50,Y,50,N,NGCC,GAS
2024-01-11,01,11056,85.37,,Shepard (EGC1),860,EGC1,0,0,0,390,390,390,Y,390,N,NGCC,GAS
2024-01-11,01,11056,85.37,,Fort Nelson (FNG1),73,FNG1,0,0,0,28,28,28,Y,28,Y,NGCC,GAS
2024-01-11,01,11056,85.37,,Nexen Inc #1 (NX01),120,NX01,0,0,0,117,117,117,Y,117,N,NGCC,GAS
2024-01-11,01,11056,85.37,,ENMAX Calgary Energy Centre (CAL1),320,CAL1,0,0,0,135,135,135,Y,135,N,NGCC,GAS
2024-01-11,01,11056,85.37,,Medicine Hat #1 (CMH1),255,CMH1,0,0,0,145,145,145,Y,145,N,NGCC,GAS
2024-01-11,01,11056,85.37,,Keephills #2 (KH2),395,KH2,0,0,0,125,125,125,Y,125,Y,NGCONV,GAS
2024-01-11,01,11056,85.37,,Keephills #3 (KH3),463,KH3,0,0,0,135,135,135,Y,135,Y,NGCONV,GAS
2024-01-11,01,11056,85.37,,Battle River #4 (BR4),155,BR4,0,0,0,30,30,30,Y,30,N,NGCONV,GAS
2024-01-11,01,11056,85.37,,Battle River #5 (BR5),385,BR5,0,0,0,90,90,90,Y,90,N,NGCONV,GAS
2024-01-11,01,11056,85.37,,Sheerness #2 (SH2),390,SH2,0,0,0,120,120,120,Y,120,N,NGCONV,GAS
2024-01-11,01,11056,85.37,,Sheerness #1 (SH1),400,SH1,0,0,0,120,120,120,Y,120,N,NGCONV,GAS
2024-01-11,01,11056,85.37,,DAI1 Daishowa (DAI1),52,DAI1,0,0,0,7,7,7,Y,7,Y,OTHER,OTHER
2024-01-11,01,11056,85.37,,Grande Prairie EcoPower (GPEC),27,GPEC,0,0,0,12,12,12,Y,12,Y,OTHER,OTHER
2024-01-11,01,11056,85.37,,Westlock (WST1),18,WST1,0,0,0,12,12,12,Y,12,Y,OTHER,OTHER
2024-01-11,01,11056,85.37,,APF Athabasca (AFG1)*,131,AFG1,0,0,0,18,18,18,Y,18,N,OTHER,OTHER
2024-01-11,01,11056,85.37,,Cancarb Medicine Hat (CCMH),42,CCMH,0,0,0,20,20,20,Y,20,N,OTHER,OTHER
2024-01-11,01,11056,85.37,,Whitecourt Power (EAGL),25,EAGL,0,0,0,24,24,24,Y,24,N,OTHER,OTHER
2024-01-11,01,11056,85.37,,Weyerhaeuser (WEY1),48,WEY1,0,0,0,43,43,43,Y,43,Y,OTHER,OTHER
2024-01-11,01,11056,85.37,,Crossfield Energy Centre #1 (CRS1),48,CRS1,0,0,0,40,40,40,Y,40,N,SCGT,GAS
2024-01-11,01,11056,85.37,,Crossfield Energy Centre #2 (CRS2),48,CRS2,0,0,0,40,40,40,Y,40,N,SCGT,GAS
2024-01-11,01,11056,85.37,,Crossfield Energy Centre #3 (CRS3),48,CRS3,0,0,0,41,41,41,Y,41,N,SCGT,GAS
2024-01-11,01,11056,85.37,,Cloverbar #2 (ENC2),101,ENC2,0,0,0,35,35,35,Y,35,N,SCGT,GAS
2024-01-11,01,11056,85.37,,Wilson Creek (WLC1),9,WLC1,0,0,0,3,3,3,Y,3,N,SCGT,GAS
2024-01-11,01,11056,85.37,,Bellshill (BHL1),5,BHL1,0,0,0,3,3,3,Y,3,N,SCGT,GAS
2024-01-11,01,11056,85.37,,Drywood (DRW1),6,DRW1,0,0,0,3,3,3,Y,3,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,Lethbridge Burdett (ME03),7,ME03,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,Lethbridge Coaldale (ME04),6,ME04,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,AltaGas Bantry (ALP1),7,ALP1,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,Lethbridge Taber (ME02),8,ME02,0,0,0,4,4,4,Y,4,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,West Cadotte (WCD1),20,WCD1,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,AltaGas Parkland (ALP2),10,ALP2,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,High River 1 (HRV1),10,HRV1,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,High River 2 (HRV2),10,HRV2,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,Ralston (NAT1),20,NAT1,0,0,0,5,5,5,Y,5,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,Carson Creek (GEN5),15,GEN5,0,0,0,10,10,10,Y,10,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,Judy Creek (GEN6),15,GEN6,0,0,0,10,10,10,Y,10,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,South Edmonton Terminal (SET1),20,SET1,0,0,0,13,13,13,Y,13,Y,SCGT,GAS
2024-01-11,01,11056,85.37,,H.R. Milner (HRM),300,HRM,0,0,0,30,30,30,Y,30,N,SCGT,COAL
2024-01-11,01,11056,85.37,,Northern Prairie Power Project (NPP1),105,NPP1,0,0,0,45,45,45,Y,45,N,SCGT,GAS
2024-01-11,01,11056,85.37,,Rainbow #5 (RB5),50,RB5,0,0,0,48,48,48,Y,45,N,SCGT,GAS
